pt,a,b,c,d,ROR,ROR_lower,ROR_upper,PRR,PRR_chi2,IC,IC025,signal
Eye pruritus,2,0,2125,1127,2.1214117647058823,0.09557998585230172,47.08504437724971,2.1203573107663374,0.031694542072039526,0.22844124870908428,-2.1922956710615216,False
Flap necrosis,2,0,2125,1127,2.1214117647058823,0.09557998585230172,47.08504437724971,2.1203573107663374,0.031694542072039526,0.22844124870908428,-2.1922956710615216,False
Flatulence,2,0,2125,1127,2.1214117647058823,0.09557998585230172,47.08504437724971,2.1203573107663374,0.031694542072039526,0.22844124870908428,-2.1922956710615216,False
Fluid replacement,2,0,2125,1127,2.1214117647058823,0.09557998585230172,47.08504437724971,2.1203573107663374,0.031694542072039526,0.22844124870908428,-2.1922956710615216,False
Gastrointestinal procedural complication,2,0,2125,1127,2.1214117647058823,0.09557998585230172,47.08504437724971,2.1203573107663374,0.031694542072039526,0.22844124870908428,-2.1922956710615216,False
Haematoma evacuation,2,0,2125,1127,2.1214117647058823,0.09557998585230172,47.08504437724971,2.1203573107663374,0.031694542072039526,0.22844124870908428,-2.1922956710615216,False
Implant site infection,2,0,2125,1127,2.1214117647058823,0.09557998585230172,47.08504437724971,2.1203573107663374,0.031694542072039526,0.22844124870908428,-2.1922956710615216,False
Incorrect dosage administered,2,0,2125,1127,2.1214117647058823,0.09557998585230172,47.08504437724971,2.1203573107663374,0.031694542072039526,0.22844124870908428,-2.1922956710615216,False
Injection site discomfort,2,0,2125,1127,2.1214117647058823,0.09557998585230172,47.08504437724971,2.1203573107663374,0.031694542072039526,0.22844124870908428,-2.1922956710615216,False
Injection site inflammation,2,0,2125,1127,2.1214117647058823,0.09557998585230172,47.08504437724971,2.1203573107663374,0.031694542072039526,0.22844124870908428,-2.1922956710615216,False
Injection site pruritus,2,0,2125,1127,2.1214117647058823,0.09557998585230172,47.08504437724971,2.1203573107663374,0.031694542072039526,0.22844124870908428,-2.1922956710615216,False
Injection site rash,2,0,2125,1127,2.1214117647058823,0.09557998585230172,47.08504437724971,2.1203573107663374,0.031694542072039526,0.22844124870908428,-2.1922956710615216,False
Intentional overdose,2,0,2125,1127,2.1214117647058823,0.09557998585230172,47.08504437724971,2.1203573107663374,0.031694542072039526,0.22844124870908428,-2.1922956710615216,False
Intentional product use issue,2,0,2125,1127,2.1214117647058823,0.09557998585230172,47.08504437724971,2.1203573107663374,0.031694542072039526,0.22844124870908428,-2.1922956710615216,False
Intestinal perforation,2,0,2125,1127,2.1214117647058823,0.09557998585230172,47.08504437724971,2.1203573107663374,0.031694542072039526,0.22844124870908428,-2.1922956710615216,False
Investigation,2,0,2125,1127,2.1214117647058823,0.09557998585230172,47.08504437724971,2.1203573107663374,0.031694542072039526,0.22844124870908428,-2.1922956710615216,False
Joint effusion,2,0,2125,1127,2.1214117647058823,0.09557998585230172,47.08504437724971,2.1203573107663374,0.031694542072039526,0.22844124870908428,-2.1922956710615216,False
Liver function test increased,2,0,2125,1127,2.1214117647058823,0.09557998585230172,47.08504437724971,2.1203573107663374,0.031694542072039526,0.22844124870908428,-2.1922956710615216,False
Lymphatic fistula,2,0,2125,1127,2.1214117647058823,0.09557998585230172,47.08504437724971,2.1203573107663374,0.031694542072039526,0.22844124870908428,-2.1922956710615216,False
Muscle strain,2,0,2125,1127,2.1214117647058823,0.09557998585230172,47.08504437724971,2.1203573107663374,0.031694542072039526,0.22844124870908428,-2.1922956710615216,False
Nodal rhythm,2,0,2125,1127,2.1214117647058823,0.09557998585230172,47.08504437724971,2.1203573107663374,0.031694542072039526,0.22844124870908428,-2.1922956710615216,False
Office visit,2,0,2125,1127,2.1214117647058823,0.09557998585230172,47.08504437724971,2.1203573107663374,0.031694542072039526,0.22844124870908428,-2.1922956710615216,False
Oliguria,2,0,2125,1127,2.1214117647058823,0.09557998585230172,47.08504437724971,2.1203573107663374,0.031694542072039526,0.22844124870908428,-2.1922956710615216,False
Omphalitis,2,0,2125,1127,2.1214117647058823,0.09557998585230172,47.08504437724971,2.1203573107663374,0.031694542072039526,0.22844124870908428,-2.1922956710615216,False
Oxygen therapy,2,0,2125,1127,2.1214117647058823,0.09557998585230172,47.08504437724971,2.1203573107663374,0.031694542072039526,0.22844124870908428,-2.1922956710615216,False
Pancreatic leak,2,0,2125,1127,2.1214117647058823,0.09557998585230172,47.08504437724971,2.1203573107663374,0.031694542072039526,0.22844124870908428,-2.1922956710615216,False
Patient dissatisfaction with treatment,2,0,2125,1127,2.1214117647058823,0.09557998585230172,47.08504437724971,2.1203573107663374,0.031694542072039526,0.22844124870908428,-2.1922956710615216,False
Pericardial effusion,2,0,2125,1127,2.1214117647058823,0.09557998585230172,47.08504437724971,2.1203573107663374,0.031694542072039526,0.22844124870908428,-2.1922956710615216,False
Pericarditis,2,0,2125,1127,2.1214117647058823,0.09557998585230172,47.08504437724971,2.1203573107663374,0.031694542072039526,0.22844124870908428,-2.1922956710615216,False
Pharyngeal oedema,2,0,2125,1127,2.1214117647058823,0.09557998585230172,47.08504437724971,2.1203573107663374,0.031694542072039526,0.22844124870908428,-2.1922956710615216,False
Post procedural discomfort,2,0,2125,1127,2.1214117647058823,0.09557998585230172,47.08504437724971,2.1203573107663374,0.031694542072039526,0.22844124870908428,-2.1922956710615216,False
Procedural headache,2,0,2125,1127,2.1214117647058823,0.09557998585230172,47.08504437724971,2.1203573107663374,0.031694542072039526,0.22844124870908428,-2.1922956710615216,False
Procedural hypotension,2,0,2125,1127,2.1214117647058823,0.09557998585230172,47.08504437724971,2.1203573107663374,0.031694542072039526,0.22844124870908428,-2.1922956710615216,False
Product administered at inappropriate site,2,0,2125,1127,2.1214117647058823,0.09557998585230172,47.08504437724971,2.1203573107663374,0.031694542072039526,0.22844124870908428,-2.1922956710615216,False
Product barcode issue,2,0,2125,1127,2.1214117647058823,0.09557998585230172,47.08504437724971,2.1203573107663374,0.031694542072039526,0.22844124870908428,-2.1922956710615216,False
Product package associated injury,2,0,2125,1127,2.1214117647058823,0.09557998585230172,47.08504437724971,2.1203573107663374,0.031694542072039526,0.22844124870908428,-2.1922956710615216,False
Product packaging issue,2,0,2125,1127,2.1214117647058823,0.09557998585230172,47.08504437724971,2.1203573107663374,0.031694542072039526,0.22844124870908428,-2.1922956710615216,False
Rash generalised,2,0,2125,1127,2.1214117647058823,0.09557998585230172,47.08504437724971,2.1203573107663374,0.031694542072039526,0.22844124870908428,-2.1922956710615216,False
Retching,2,0,2125,1127,2.1214117647058823,0.09557998585230172,47.08504437724971,2.1203573107663374,0.031694542072039526,0.22844124870908428,-2.1922956710615216,False
Sciatic nerve palsy,2,0,2125,1127,2.1214117647058823,0.09557998585230172,47.08504437724971,2.1203573107663374,0.031694542072039526,0.22844124870908428,-2.1922956710615216,False
Seizure like phenomena,2,0,2125,1127,2.1214117647058823,0.09557998585230172,47.08504437724971,2.1203573107663374,0.031694542072039526,0.22844124870908428,-2.1922956710615216,False
Sexual dysfunction,2,0,2125,1127,2.1214117647058823,0.09557998585230172,47.08504437724971,2.1203573107663374,0.031694542072039526,0.22844124870908428,-2.1922956710615216,False
Shock haemorrhagic,2,0,2125,1127,2.1214117647058823,0.09557998585230172,47.08504437724971,2.1203573107663374,0.031694542072039526,0.22844124870908428,-2.1922956710615216,False
Soft tissue infection,2,0,2125,1127,2.1214117647058823,0.09557998585230172,47.08504437724971,2.1203573107663374,0.031694542072039526,0.22844124870908428,-2.1922956710615216,False
Staphylococcal abscess,2,0,2125,1127,2.1214117647058823,0.09557998585230172,47.08504437724971,2.1203573107663374,0.031694542072039526,0.22844124870908428,-2.1922956710615216,False
Staphylococcal infection,2,0,2125,1127,2.1214117647058823,0.09557998585230172,47.08504437724971,2.1203573107663374,0.031694542072039526,0.22844124870908428,-2.1922956710615216,False
Stevens-Johnson syndrome,2,0,2125,1127,2.1214117647058823,0.09557998585230172,47.08504437724971,2.1203573107663374,0.031694542072039526,0.22844124870908428,-2.1922956710615216,False
Subarachnoid haemorrhage,2,0,2125,1127,2.1214117647058823,0.09557998585230172,47.08504437724971,2.1203573107663374,0.031694542072039526,0.22844124870908428,-2.1922956710615216,False
Subdural haemorrhage,2,0,2125,1127,2.1214117647058823,0.09557998585230172,47.08504437724971,2.1203573107663374,0.031694542072039526,0.22844124870908428,-2.1922956710615216,False
Therapeutic procedure,2,0,2125,1127,2.1214117647058823,0.09557998585230172,47.08504437724971,2.1203573107663374,0.031694542072039526,0.22844124870908428,-2.1922956710615216,False
Therapeutic response delayed,2,0,2125,1127,2.1214117647058823,0.09557998585230172,47.08504437724971,2.1203573107663374,0.031694542072039526,0.22844124870908428,-2.1922956710615216,False
Trance,2,0,2125,1127,2.1214117647058823,0.09557998585230172,47.08504437724971,2.1203573107663374,0.031694542072039526,0.22844124870908428,-2.1922956710615216,False
Transient tachypnoea of the newborn,2,0,2125,1127,2.1214117647058823,0.09557998585230172,47.08504437724971,2.1203573107663374,0.031694542072039526,0.22844124870908428,-2.1922956710615216,False
Vasoplegia syndrome,2,0,2125,1127,2.1214117647058823,0.09557998585230172,47.08504437724971,2.1203573107663374,0.031694542072039526,0.22844124870908428,-2.1922956710615216,False
Weight bearing difficulty,2,0,2125,1127,2.1214117647058823,0.09557998585230172,47.08504437724971,2.1203573107663374,0.031694542072039526,0.22844124870908428,-2.1922956710615216,False
Wound drainage,2,0,2125,1127,2.1214117647058823,0.09557998585230172,47.08504437724971,2.1203573107663374,0.031694542072039526,0.22844124870908428,-2.1922956710615216,False
Syncope,11,3,2116,1124,1.9477000630119723,0.5422527090087587,6.9958812052621155,1.942798934336311,0.5764800181569056,0.2528538428420382,-0.8620938407533156,False
Vision blurred,11,3,2116,1124,1.9477000630119723,0.5422527090087587,6.9958812052621155,1.942798934336311,0.5764800181569056,0.2528538428420382,-0.8620938407533156,False
Cardiac failure congestive,7,2,2120,1125,1.857311320754717,0.38518624088088976,8.955681631604138,1.8544898918664785,0.18741154848083796,0.2326755355490363,-1.1472359304767328,False
Flushing,7,2,2120,1125,1.857311320754717,0.38518624088088976,8.955681631604138,1.8544898918664785,0.18741154848083796,0.2326755355490363,-1.1472359304767328,False
Pulse absent,7,2,2120,1125,1.857311320754717,0.38518624088088976,8.955681631604138,1.8544898918664785,0.18741154848083796,0.2326755355490363,-1.1472359304767328,False
Nausea,44,13,2083,1114,1.810111156246538,0.9708375656617364,3.3749233794171003,1.793352862464287,3.0727589868251046,0.23700574994680287,-0.3243557092158197,False
Pain in extremity,10,3,2117,1124,1.7698000314911035,0.48607637655119695,6.443827148501644,1.7661808493966462,0.3428243590529302,0.22278657338886595,-0.9391828617623549,False
Anxiety,13,4,2114,1123,1.726466414380322,0.5616195182867232,5.307305360533283,1.72202632816173,0.5030861813310216,0.21732185431154075,-0.8052100795428891,False
Product use in unapproved indication,9,3,2118,1124,1.5920679886685554,0.43014486884955344,5.892620519506101,1.5895627644569819,0.15904779217352938,0.18720833457671132,-1.028404135171108,False
Cellulitis,6,2,2121,1125,1.5912305516265912,0.32063316568098915,7.896920654019521,1.5895627644569816,0.04057321823824685,0.1820918395471962,-1.290046344952509,False
Blood creatinine increased,3,1,2124,1126,1.5903954802259885,0.1652355314757067,15.307590086307348,1.5895627644569816,0.014527820122770579,0.16829498937587067,-1.8460885587851543,False
Body temperature increased,3,1,2124,1126,1.5903954802259885,0.1652355314757067,15.307590086307348,1.5895627644569816,0.014527820122770579,0.16829498937587067,-1.8460885587851543,False
Chills,3,1,2124,1126,1.5903954802259885,0.1652355314757067,15.307590086307348,1.5895627644569816,0.014527820122770579,0.16829498937587067,-1.8460885587851543,False
Feeling hot,3,1,2124,1126,1.5903954802259885,0.1652355314757067,15.307590086307348,1.5895627644569816,0.014527820122770579,0.16829498937587067,-1.8460885587851543,False
Hepatic enzyme increased,3,1,2124,1126,1.5903954802259885,0.1652355314757067,15.307590086307348,1.5895627644569816,0.014527820122770579,0.16829498937587067,-1.8460885587851543,False
Injection site bruising,3,1,2124,1126,1.5903954802259885,0.1652355314757067,15.307590086307348,1.5895627644569816,0.014527820122770579,0.16829498937587067,-1.8460885587851543,False
Ocular hyperaemia,3,1,2124,1126,1.5903954802259885,0.1652355314757067,15.307590086307348,1.5895627644569816,0.014527820122770579,0.16829498937587067,-1.8460885587851543,False
Pulseless electrical activity,3,1,2124,1126,1.5903954802259885,0.1652355314757067,15.307590086307348,1.5895627644569816,0.014527820122770579,0.16829498937587067,-1.8460885587851543,False
Visceral congestion,3,1,2124,1126,1.5903954802259885,0.1652355314757067,15.307590086307348,1.5895627644569816,0.014527820122770579,0.16829498937587067,-1.8460885587851543,False
Pneumonia,20,7,2107,1120,1.5187470336971998,0.640244990574283,3.6026717683415064,1.5138692994828398,0.5653707544037668,0.17575451804500278,-0.647156899139964,False
Peroneal nerve palsy,25,9,2102,1118,1.4774289036896076,0.6872520313619946,3.1761218095370563,1.4718173744972054,0.6798944243246939,0.1662588993717009,-0.5697513822190226,False
Product use issue,25,9,2102,1118,1.4774289036896076,0.6872520313619946,3.1761218095370563,1.4718173744972054,0.6798944243246939,0.1662588993717009,-0.5697513822190226,False
Haematoma,8,3,2119,1124,1.4145036967122857,0.37451737620970743,5.342397536429341,1.412944679517317,0.03866407041243799,0.14443657961551495,-1.133200136453113,False
Therapeutic product effect decreased,23,9,2104,1118,1.35794254330376,0.6262123211814735,2.9447008443321554,1.354071984537429,0.3493282659067827,0.1339026514736601,-0.6294186368242449,False
Adverse event,10,4,2117,1123,1.3261691072272084,0.4149851370080969,4.238042146867289,1.3246356370474845,0.03855181416486705,0.1216093095637858,-1.0226485440332362,False
Anaemia,5,2,2122,1125,1.3254005655042411,0.2567297460854914,6.842552083754187,1.3246356370474845,0.0036142320119993436,0.11585345113364814,-1.4704231089493975,False
Anal incontinence,5,2,2122,1125,1.3254005655042411,0.2567297460854914,6.842552083754187,1.3246356370474845,0.0036142320119993436,0.11585345113364814,-1.4704231089493975,False
Therapeutic product effect delayed,5,2,2122,1125,1.3254005655042411,0.2567297460854914,6.842552083754187,1.3246356370474845,0.0036142320119993436,0.11585345113364814,-1.4704231089493975,False
Rash,32,13,2095,1114,1.3089039838443182,0.6841818164841631,2.5040560822375837,1.3042566272467542,0.43288408813577395,0.1195915524512902,-0.5270495494545878,False
Acute kidney injury,12,5,2115,1122,1.2731914893617022,0.44741382650943246,3.623081077376797,1.2716502115655852,0.03928739485175458,0.10629054192279698,-0.9391538600864217,False
Hypoxia,12,5,2115,1122,1.2731914893617022,0.44741382650943246,3.623081077376797,1.2716502115655852,0.03928739485175458,0.10629054192279698,-0.9391538600864217,False
Heart rate increased,7,3,2120,1124,1.2371069182389938,0.319280593073973,4.793380995756919,1.2363265945776525,0.0005925693985453966,0.09201816514066373,-1.2585363090028172,False
Atelectasis,9,4,2118,1123,1.1929886685552409,0.3665677719324489,3.8825616223661847,1.1921720733427363,2.06197660398998e-06,0.07839666405369129,-1.117567898408784,False
Procedural complication,9,4,2118,1123,1.1929886685552409,0.3665677719324489,3.8825616223661847,1.1921720733427363,2.06197660398998e-06,0.07839666405369129,-1.117567898408784,False
Erythema,20,9,2107,1118,1.1791383219954648,0.5351173967473664,2.598247021773962,1.1774538995977641,0.0454720944693522,0.07540476517981463,-0.7354410503437226,False
